/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/bin/java -agentlib:jdwp=transport=dt_socket,address=127.0.0.1:52049,suspend=y,server=n -Dvisualvm.id=83212002219288 -ea -Dvisualvm.id=83209855055819 -Didea.junit.sm_runner -Dfile.encoding=UTF-8 -classpath "/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit-rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/lib/packager.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/lib/tools.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/jfxswt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/cldrdata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/nashorn.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Users/alex/GitHub/polygon-contains-point/target/test-classes:/Users/alex/GitHub/polygon-contains-point/target/classes:/Users/alex/.m2/repository/org/apache/commons/commons-lang3/3.3.2/commons-lang3-3.3.2.jar:/Users/alex/.m2/repository/commons-beanutils/commons-beanutils/1.9.2/commons-beanutils-1.9.2.jar:/Users/alex/.m2/repository/commons-logging/commons-logging/1.1.1/commons-logging-1.1.1.jar:/Users/alex/.m2/repository/commons-collections/commons-collections/3.2.1/commons-collections-3.2.1.jar:/Users/alex/.m2/repository/commons-io/commons-io/2.4/commons-io-2.4.jar:/Users/alex/.m2/repository/org/apache/commons/commons-compress/1.13/commons-compress-1.13.jar:/Users/alex/.m2/repository/com/google/guava/guava/21.0/guava-21.0.jar:/Users/alex/.m2/repository/com/google/code/gson/gson/2.2.2/gson-2.2.2.jar:/Users/alex/.m2/repository/net/sf/json-lib/json-lib/2.4/json-lib-2.4-jdk15.jar:/Users/alex/.m2/repository/commons-lang/commons-lang/2.5/commons-lang-2.5.jar:/Users/alex/.m2/repository/net/sf/ezmorph/ezmorph/1.0.6/ezmorph-1.0.6.jar:/Users/alex/.m2/repository/com/alibaba/fastjson/1.2.15/fastjson-1.2.15.jar:/Users/alex/.m2/repository/com/fasterxml/jackson/dataformat/jackson-dataformat-xml/2.4.3/jackson-dataformat-xml-2.4.3.jar:/Users/alex/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.4.3/jackson-core-2.4.3.jar:/Users/alex/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.4.0/jackson-annotations-2.4.0.jar:/Users/alex/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.4.3/jackson-databind-2.4.3.jar:/Users/alex/.m2/repository/com/fasterxml/jackson/module/jackson-module-jaxb-annotations/2.4.3/jackson-module-jaxb-annotations-2.4.3.jar:/Users/alex/.m2/repository/org/codehaus/woodstox/stax2-api/3.1.4/stax2-api-3.1.4.jar:/Users/alex/.m2/repository/org/apache/logging/log4j/log4j-slf4j-impl/2.3/log4j-slf4j-impl-2.3.jar:/Users/alex/.m2/repository/org/slf4j/slf4j-api/1.7.12/slf4j-api-1.7.12.jar:/Users/alex/.m2/repository/org/apache/logging/log4j/log4j-api/2.3/log4j-api-2.3.jar:/Users/alex/.m2/repository/org/apache/logging/log4j/log4j-core/2.3/log4j-core-2.3.jar:/Users/alex/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/alex/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar" com.intellij.rt.execution.junit.JUnitStarter -ideVersion5 com.logibeat.commons.geography.GeoUtilsPerfTest
2017-02-28 14:17:08 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1467422ms, {policy='SROMKU'}, level=2, [1488261161130-1488262628552]
2017-02-28 14:17:08 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1465739ms, {policy='SROMKU'}, level=2, [1488261161128-1488262626867]
2017-02-28 14:17:08 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1442266ms, {policy='SROMKU'}, level=2, [1488261161121-1488262603387]
2017-02-28 14:17:08 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1455165ms, {policy='SROMKU'}, level=2, [1488261161119-1488262616284]
2017-02-28 14:17:09 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1468238ms, {policy='SROMKU'}, level=2, [1488261161116-1488262629354]
2017-02-28 14:17:09 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1450361ms, {policy='SROMKU'}, level=2, [1488261161109-1488262611470]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1471162ms, {policy='SROMKU'}, level=2, [1488261161108-1488262632270]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1461505ms, {policy='SROMKU'}, level=2, [1488261161108-1488262622613]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1450123ms, {policy='SROMKU'}, level=2, [1488261161106-1488262611229]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1457365ms, {policy='SROMKU'}, level=2, [1488261161098-1488262618463]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1463813ms, {policy='SROMKU'}, level=2, [1488261161088-1488262624901]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1454401ms, {policy='SROMKU'}, level=2, [1488261161086-1488262615487]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1443153ms, {policy='SROMKU'}, level=2, [1488261161078-1488262604231]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1457378ms, {policy='SROMKU'}, level=2, [1488261161078-1488262618456]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1455985ms, {policy='SROMKU'}, level=2, [1488261161078-1488262617063]
2017-02-28 14:17:12 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1455705ms, {policy='SROMKU'}, level=2, [1488261161077-1488262616782]
2017-02-28 14:17:13 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1472550ms, {policy='SROMKU'}, level=2, [1488261161077-1488262633627]
2017-02-28 14:17:13 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1467684ms, {policy='SROMKU'}, level=2, [1488261161077-1488262628761]
2017-02-28 14:17:13 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1454060ms, {policy='SROMKU'}, level=2, [1488261161137-1488262615197]
2017-02-28 14:17:13 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1466185ms, {policy='SROMKU'}, level=2, [1488261161139-1488262627324]
2017-02-28 14:17:13 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1444803ms, {policy='SROMKU'}, level=2, [1488261161159-1488262605962]
2017-02-28 14:17:13 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1429638ms, {policy='SROMKU'}, level=2, [1488261161169-1488262590807]
2017-02-28 14:17:13 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1448364ms, {policy='SROMKU'}, level=2, [1488261161169-1488262609533]
2017-02-28 14:17:13 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1445574ms, {policy='SROMKU'}, level=2, [1488261161171-1488262606745]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1475922ms, {policy='SROMKU'}, level=2, [1488261161173-1488262637095]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1439615ms, {policy='SROMKU'}, level=2, [1488261161183-1488262600798]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1456741ms, {policy='SROMKU'}, level=2, [1488261161184-1488262617925]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1439180ms, {policy='SROMKU'}, level=2, [1488261161194-1488262600374]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1449097ms, {policy='SROMKU'}, level=2, [1488261161200-1488262610297]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1434277ms, {policy='SROMKU'}, level=2, [1488261161200-1488262595477]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1467462ms, {policy='SROMKU'}, level=2, [1488261161204-1488262628666]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1446080ms, {policy='SROMKU'}, level=2, [1488261161211-1488262607291]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1467624ms, {policy='SROMKU'}, level=2, [1488261161253-1488262628877]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1461480ms, {policy='SROMKU'}, level=2, [1488261161254-1488262622734]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1449942ms, {policy='SROMKU'}, level=2, [1488261161259-1488262611201]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1460190ms, {policy='SROMKU'}, level=2, [1488261161268-1488262621458]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1442132ms, {policy='SROMKU'}, level=2, [1488261161270-1488262603402]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1455340ms, {policy='SROMKU'}, level=2, [1488261161270-1488262616610]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1431806ms, {policy='SROMKU'}, level=2, [1488261161279-1488262593085]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1458500ms, {policy='SROMKU'}, level=2, [1488261161282-1488262619782]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1440467ms, {policy='SROMKU'}, level=2, [1488261161292-1488262601759]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1458612ms, {policy='SROMKU'}, level=2, [1488261161294-1488262619906]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1468112ms, {policy='SROMKU'}, level=2, [1488261161299-1488262629411]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1473478ms, {policy='SROMKU'}, level=2, [1488261161307-1488262634785]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1455257ms, {policy='SROMKU'}, level=2, [1488261161309-1488262616566]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1474433ms, {policy='SROMKU'}, level=2, [1488261161319-1488262635752]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1463069ms, {policy='SROMKU'}, level=2, [1488261161328-1488262624397]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1448251ms, {policy='SROMKU'}, level=2, [1488261161329-1488262609580]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1469174ms, {policy='SROMKU'}, level=2, [1488261161339-1488262630513]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1429014ms, {policy='SROMKU'}, level=2, [1488261161349-1488262590363]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1461196ms, {policy='SROMKU'}, level=2, [1488261161351-1488262622547]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1473125ms, {policy='SROMKU'}, level=2, [1488261161352-1488262634477]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1450102ms, {policy='SROMKU'}, level=2, [1488261161360-1488262611462]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1459027ms, {policy='SROMKU'}, level=2, [1488261161361-1488262620388]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1459210ms, {policy='SROMKU'}, level=2, [1488261161371-1488262620581]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1462045ms, {policy='SROMKU'}, level=2, [1488261161373-1488262623418]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1457014ms, {policy='SROMKU'}, level=2, [1488261161402-1488262618416]
2017-02-28 14:17:17 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1465871ms, {policy='SROMKU'}, level=2, [1488261161414-1488262627285]
2017-02-28 14:17:18 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1477556ms, {policy='SROMKU'}, level=2, [1488261161417-1488262638973]
2017-02-28 14:17:18 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1454704ms, {policy='SROMKU'}, level=2, [1488261161417-1488262616121]
2017-02-28 14:17:18 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1420102ms, {policy='SROMKU'}, level=2, [1488261161417-1488262581519]
2017-02-28 14:17:26 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1484587ms, {policy='SROMKU'}, level=2, [1488261161424-1488262646011]
2017-02-28 14:28:44 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1975809ms, {policy='JDK'}, level=3, [1488261348691-1488263324500]
2017-02-28 14:28:58 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1990161ms, {policy='JDK'}, level=3, [1488261348742-1488263338903]
2017-02-28 14:28:58 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1986604ms, {policy='JDK'}, level=3, [1488261348759-1488263335363]
2017-02-28 14:28:58 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1983733ms, {policy='JDK'}, level=3, [1488261348762-1488263332495]
2017-02-28 14:29:03 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1994647ms, {policy='JDK'}, level=3, [1488261348762-1488263343409]
2017-02-28 14:29:03 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1980064ms, {policy='JDK'}, level=3, [1488261348751-1488263328815]
2017-02-28 14:29:03 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1978111ms, {policy='JDK'}, level=3, [1488261348732-1488263326843]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 2002796ms, {policy='JDK'}, level=3, [1488261348732-1488263351528]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1977718ms, {policy='JDK'}, level=3, [1488261348731-1488263326449]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1989817ms, {policy='JDK'}, level=3, [1488261348731-1488263338548]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1988317ms, {policy='JDK'}, level=3, [1488261348729-1488263337046]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1980273ms, {policy='JDK'}, level=3, [1488261348722-1488263328995]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1985768ms, {policy='JDK'}, level=3, [1488261348719-1488263334487]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1979984ms, {policy='JDK'}, level=3, [1488261348717-1488263328701]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1997356ms, {policy='JDK'}, level=3, [1488261348710-1488263346066]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1975051ms, {policy='JDK'}, level=3, [1488261348709-1488263323760]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1987903ms, {policy='JDK'}, level=3, [1488261348701-1488263336604]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1986422ms, {policy='JDK'}, level=3, [1488261348700-1488263335122]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1970528ms, {policy='JDK'}, level=3, [1488261348691-1488263319219]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1978090ms, {policy='JDK'}, level=3, [1488261348691-1488263326781]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1987564ms, {policy='JDK'}, level=3, [1488261348691-1488263336255]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1987761ms, {policy='JDK'}, level=3, [1488261348691-1488263336452]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1971110ms, {policy='JDK'}, level=3, [1488261348691-1488263319801]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1990149ms, {policy='JDK'}, level=3, [1488261348742-1488263338891]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1988271ms, {policy='JDK'}, level=3, [1488261348742-1488263337013]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1983337ms, {policy='JDK'}, level=3, [1488261348754-1488263332091]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1989742ms, {policy='JDK'}, level=3, [1488261348754-1488263338496]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1973259ms, {policy='JDK'}, level=3, [1488261348764-1488263322023]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1977256ms, {policy='JDK'}, level=3, [1488261349438-1488263326694]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1990930ms, {policy='JDK'}, level=3, [1488261349353-1488263340283]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1995050ms, {policy='JDK'}, level=3, [1488261349359-1488263344409]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1986421ms, {policy='JDK'}, level=3, [1488261349359-1488263335780]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1981441ms, {policy='JDK'}, level=3, [1488261349359-1488263330800]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1981072ms, {policy='JDK'}, level=3, [1488261349370-1488263330442]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1983516ms, {policy='JDK'}, level=3, [1488261349370-1488263332886]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1980383ms, {policy='JDK'}, level=3, [1488261349390-1488263329773]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1981575ms, {policy='JDK'}, level=3, [1488261349391-1488263330966]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1964017ms, {policy='JDK'}, level=3, [1488261349400-1488263313417]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1979557ms, {policy='JDK'}, level=3, [1488261349402-1488263328959]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1988889ms, {policy='JDK'}, level=3, [1488261349402-1488263338291]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1982461ms, {policy='JDK'}, level=3, [1488261349402-1488263331863]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1976646ms, {policy='JDK'}, level=3, [1488261349402-1488263326048]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1986358ms, {policy='JDK'}, level=3, [1488261349449-1488263335807]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1971415ms, {policy='JDK'}, level=3, [1488261349458-1488263320873]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1981990ms, {policy='JDK'}, level=3, [1488261349459-1488263331449]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1983593ms, {policy='JDK'}, level=3, [1488261349469-1488263333062]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1980697ms, {policy='JDK'}, level=3, [1488261349469-1488263330166]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1975760ms, {policy='JDK'}, level=3, [1488261349469-1488263325229]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1969417ms, {policy='JDK'}, level=3, [1488261349479-1488263318896]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1989344ms, {policy='JDK'}, level=3, [1488261349479-1488263338823]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1980742ms, {policy='JDK'}, level=3, [1488261349489-1488263330231]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1985537ms, {policy='JDK'}, level=3, [1488261349489-1488263335026]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1990480ms, {policy='JDK'}, level=3, [1488261349490-1488263339970]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1978575ms, {policy='JDK'}, level=3, [1488261349500-1488263328075]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1992856ms, {policy='JDK'}, level=3, [1488261349501-1488263342357]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1974392ms, {policy='JDK'}, level=3, [1488261349501-1488263323893]
2017-02-28 14:29:11 [main] INFO  com.logibeat.commons.geography.GeoUtilsPerfTest.tearDownClass(35) - 1987322ms, {policy='JDK'}, level=3, [1488261349501-1488263336823]
